2014-05-142 15:17:25.471 习席 登录了 
2014-06-20 10:58:42| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.003 秒  
2014-06-20 10:58:42| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-20 11:02:52| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.003 秒  
2014-06-20 11:02:52| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.003 秒  
2014-06-20 11:03:45| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.003 秒  
2014-06-20 11:03:45| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.003 秒  
2014-06-20 11:04:12| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-20 11:04:12| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-20 11:04:22| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-20 11:04:22| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-20 11:05:20| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-20 11:05:20| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-20 11:11:09| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-20 11:11:09| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-20 11:13:18| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.003 秒  
2014-06-20 11:13:18| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-20 11:14:47| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-20 11:14:47| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-20 11:15:05| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.003 秒  
2014-06-20 11:15:05| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-20 11:15:19| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.003 秒  
2014-06-20 11:15:19| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-20 11:15:49| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-20 11:15:49| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-20 11:20:11| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-20 11:20:11| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-20 11:21:03| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-20 11:21:03| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-20 11:22:31| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-20 11:22:31| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-20 11:22:59| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.003 秒  
2014-06-20 11:22:59| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-20 11:23:09| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.003 秒  
2014-06-20 11:23:09| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-20 11:23:18| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.003 秒  
2014-06-20 11:23:18| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-20 11:23:41| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-20 11:23:41| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-20 11:24:38| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-20 11:24:38| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-20 11:29:41| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-20 11:29:41| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-20 11:30:05| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.003 秒  
2014-06-20 11:30:05| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-20 11:31:14| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.004 秒  
2014-06-20 11:31:14| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-20 11:33:37| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-20 11:33:37| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-20 11:34:13| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-20 11:34:13| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-20 11:35:34| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-20 11:35:34| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-20 13:47:47| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-20 13:47:47| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-20 13:48:34| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.008 秒  
2014-06-20 13:48:34| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-20 13:59:41| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.005 秒  
2014-06-20 13:59:41| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-20 14:02:59| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-20 14:02:59| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-20 14:03:14| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-20 14:03:14| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-20 14:03:44| 耗时com.app.ea.api.ImpEa.getUserbyAccount("admin",)耗时0.011 秒  
2014-06-20 14:04:37| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-20 14:04:37| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-20 14:04:48| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.006 秒  
2014-06-20 14:04:48| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.003 秒  
2014-06-20 14:06:18| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-20 14:06:18| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.0 秒  
2014-06-20 14:08:08| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-20 14:08:08| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-20 14:09:19| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-20 14:09:19| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-20 14:11:23| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-20 14:11:23| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-20 14:15:59| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.003 秒  
2014-06-20 14:15:59| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-20 14:17:35| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-20 14:17:35| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-20 14:17:44| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-20 14:17:44| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-20 14:19:34| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-20 14:19:34| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.004 秒  
2014-06-20 16:10:38| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.015 秒  
2014-06-20 16:10:38| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.0 秒  
2014-06-22 22:50:10| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.018 秒  
2014-06-22 22:50:10| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-23 01:33:56| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.009 秒  
2014-06-23 01:33:56| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.003 秒  
2014-06-23 01:35:45| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.009 秒  
2014-06-23 01:35:45| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.003 秒  
2014-06-23 01:36:21| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.003 秒  
2014-06-23 01:36:21| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.008 秒  
2014-06-23 01:37:03| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.004 秒  
2014-06-23 01:37:03| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.003 秒  
2014-06-23 01:38:59| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.003 秒  
2014-06-23 01:38:59| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-23 01:40:33| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-23 01:40:33| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-23 01:45:18| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.003 秒  
2014-06-23 01:45:18| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-23 01:45:51| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.005 秒  
2014-06-23 01:45:51| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.003 秒  
2014-06-23 01:47:13| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.003 秒  
2014-06-23 01:47:13| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-23 01:48:01| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.003 秒  
2014-06-23 01:48:01| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-23 01:48:12| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-23 01:48:12| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-23 01:49:44| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-23 01:49:44| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-23 01:53:31| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.016 秒  
2014-06-23 01:53:31| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.003 秒  
2014-06-23 01:54:11| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.028 秒  
2014-06-23 01:54:11| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.003 秒  
2014-06-23 01:54:57| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.004 秒  
2014-06-23 01:54:57| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-23 01:56:50| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-23 01:56:50| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-23 01:57:23| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.003 秒  
2014-06-23 01:57:23| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.003 秒  
2014-06-23 01:57:48| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.004 秒  
2014-06-23 01:57:48| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-23 01:59:54| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-23 01:59:54| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-23 02:00:10| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-23 02:00:10| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.012 秒  
2014-06-23 02:00:57| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-23 02:00:57| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-23 02:01:39| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-23 02:01:39| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-23 02:02:05| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-23 02:02:05| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-23 02:02:50| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-23 02:02:50| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-23 02:03:51| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-23 02:03:51| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-23 02:05:45| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-23 02:05:45| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-23 02:07:02| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.003 秒  
2014-06-23 02:07:02| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-23 02:09:37| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.003 秒  
2014-06-23 02:09:37| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-23 02:10:11| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.003 秒  
2014-06-23 02:10:11| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-23 02:11:47| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-23 02:11:47| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-23 02:12:12| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-23 02:12:12| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-23 02:14:04| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-23 02:14:04| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-23 02:14:31| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-23 02:14:31| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-23 02:16:14| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.008 秒  
2014-06-23 02:16:14| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-23 02:18:35| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-23 02:18:35| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-23 02:20:07| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-23 02:20:07| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-23 02:20:32| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-23 02:20:32| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-23 02:20:52| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-23 02:20:52| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-23 02:21:09| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-23 02:21:09| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-23 02:21:48| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.003 秒  
2014-06-23 02:21:48| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-23 02:23:30| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-23 02:23:30| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.0 秒  
2014-06-23 02:24:03| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-23 02:24:03| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-23 02:24:15| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-23 02:24:15| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-23 02:24:23| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-23 02:24:23| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-23 02:24:56| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-23 02:24:56| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-23 02:25:14| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-23 02:25:14| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-23 02:26:35| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-23 02:26:35| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-23 02:27:02| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-23 02:27:02| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-23 02:27:39| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-23 02:27:39| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-23 02:29:31| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.004 秒  
2014-06-23 02:29:31| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.004 秒  
2014-06-23 02:31:45| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.003 秒  
2014-06-23 02:31:45| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-23 02:32:50| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-23 02:32:50| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-23 02:33:14| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-23 02:33:14| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-23 02:33:52| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-23 02:33:52| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-23 02:38:37| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-23 02:38:37| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-23 02:38:58| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-23 02:38:58| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-23 02:39:11| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-23 02:39:11| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-23 02:39:40| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-23 02:39:40| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.007 秒  
2014-06-23 02:39:51| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-23 02:39:51| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-23 02:40:51| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-23 02:40:51| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-23 02:42:19| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.003 秒  
2014-06-23 02:42:19| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-23 02:49:46| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-23 02:49:46| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-23 13:53:35| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.012 秒  
2014-06-23 13:53:35| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-23 13:53:43| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.004 秒  
2014-06-23 13:53:43| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.003 秒  
2014-06-23 13:54:48| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.003 秒  
2014-06-23 13:54:48| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-23 13:55:41| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.003 秒  
2014-06-23 13:55:41| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.003 秒  
2014-06-23 13:56:11| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.005 秒  
2014-06-23 13:56:11| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.004 秒  
2014-06-23 13:56:40| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-23 13:56:40| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-23 13:56:47| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.004 秒  
2014-06-23 13:56:47| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-23 13:57:09| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-23 13:57:09| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-23 13:57:31| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-23 13:57:31| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-23 13:59:15| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.003 秒  
2014-06-23 13:59:15| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.003 秒  
2014-06-23 13:59:42| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.003 秒  
2014-06-23 13:59:42| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-23 14:00:03| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.003 秒  
2014-06-23 14:00:03| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.008 秒  
2014-06-23 14:02:22| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.003 秒  
2014-06-23 14:02:22| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-23 14:02:42| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-23 14:02:42| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-23 14:04:13| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-23 14:04:13| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-23 14:04:55| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-23 14:04:55| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-23 14:05:22| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-23 14:05:22| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-23 14:05:52| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-23 14:05:52| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-23 14:06:29| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.003 秒  
2014-06-23 14:06:29| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-23 14:07:11| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-23 14:07:11| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-23 14:07:38| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-23 14:07:38| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-23 14:53:41| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-23 14:53:41| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-23 14:54:06| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-23 14:54:06| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-23 14:54:23| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-23 14:54:23| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-23 14:54:56| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-23 14:54:56| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-23 14:55:38| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.003 秒  
2014-06-23 14:55:38| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.005 秒  
2014-06-23 14:56:26| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.003 秒  
2014-06-23 14:56:26| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-23 14:56:59| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.005 秒  
2014-06-23 14:56:59| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-23 14:57:08| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.003 秒  
2014-06-23 14:57:08| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-23 14:58:49| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-23 14:58:49| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-23 14:59:17| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.003 秒  
2014-06-23 14:59:17| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-23 14:59:34| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-23 14:59:34| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-23 15:01:00| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.003 秒  
2014-06-23 15:01:00| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-23 15:01:15| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-23 15:01:15| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-23 15:01:30| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.005 秒  
2014-06-23 15:01:30| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.003 秒  
2014-06-23 15:02:03| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-23 15:02:03| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-23 15:02:23| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-23 15:02:23| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
